id,nama_makanan,kalori,protein,lemak,karbohidrat
2639,Biskuit Sage Buttermilk dengan Sosis dan Cheddar,472.0,19.0,32.0,27.0
2640,Udang Jahe-Aprikot,472.0,15.0,25.0,46.75
2641,Tumis Ayam dan Sayur di Atas Segitiga Polenta Berbumbu,472.0,32.0,27.0,25.25
2642,Salmon dengan Kedelai-Madu dan Saus Wasabi,472.0,36.0,23.0,30.25
2643,Purée Kentang dan Keju,472.0,21.0,30.0,29.5
2644,Ribollita dengan Sosis Italia,471.0,36.0,19.0,39.0
2645,Sup Ayam-Orecchiette dengan Ketumbar dan Lemon,471.0,37.0,16.0,44.75
2646,Puding Roti Gurih dengan Jamur dan Keju Parmesan,471.0,14.0,34.0,27.25
2647,Sup Kembang Kol dengan Crouton Thyme,471.0,13.0,35.0,26.0
2648,Renggi Goreng,471.0,4.7,21.8,64.1
2649,Kari Lentil Merah Kelapa,471.0,15.0,28.0,39.75
2650,Salad Pasta Sayuran Panggang dengan Vinaigrette Peterseli,471.0,10.0,24.0,53.75
2651,"Salmon, Kerang, dan Kacang Terrine",471.0,36.0,30.0,14.25
2652,"Steak Terong dengan Ragoût Labu, Tomat, dan Jamur",470.0,10.0,26.0,49.0
2653,Bakso Kari,470.0,24.0,35.0,14.75
2654,Sandwich Steak dan Boursin,470.0,36.0,29.0,16.25
2655,Fricassée Ayam dengan Kacang Polong Hitam dan Bayam,470.0,49.0,19.0,25.75
2656,Hash Flanel Biru dan Merah,470.0,25.0,25.0,36.25
2657,Salad Ayam dengan Ketumbar dan Jahe,470.0,34.0,32.0,11.5
2658,Rigatoni dengan Keju dan Sosis Italia,470.0,17.0,22.0,51.0
2659,Bubur Bergaya Vegetarian (Xi-Fan),469.0,11.0,13.0,77.0
2660,Ayam dengan Bok Choy dan Baby Jagung,469.0,26.0,28.0,28.25
2661,Hash Kerang Herba,469.0,32.0,19.0,42.5
2662,Tagliatelle dengan Ragù Bebek,469.0,34.0,11.0,58.5
2663,"Lapisan Kacang Putih, Tuna, dan Saus Sayur",469.0,50.0,17.0,29.0
2664,Terrine Ikan,469.0,39.0,25.0,22.0
2665,Salmon Asap dengan Saus Krim Asam-Caper,469.0,25.0,13.0,63.0
2666,Tumis Sosis dan Sayur dengan Telur,468.0,20.0,33.0,22.75
2667,Mie goreng,468.0,7.6,20.4,62.4
2668,Veal Scallops dengan Jamur dan Rempah-rempah,468.0,20.0,30.0,29.5
2669,Fontina Panggang dengan Artichoke dan Jamur,468.0,24.0,27.0,32.25
2670,Kafe Brenda Cabai Sayur Kacang Hitam,468.0,25.0,22.0,42.5
2671,Pie Sayur Akar dan Jamur dengan Topping Biskuit Rosemary,468.0,10.0,20.0,62.0
2672,Salad Kepiting Ketumbar-Jeruk Nipis dalam Bagian Alpukat,467.0,23.0,37.0,10.5
2673,Tumis Ayam di Atas Bayam Layu dengan Saus Kumquat,467.0,40.0,22.0,27.25
2674,Bayam dan Gratin Cabai Merah Panggang,467.0,17.0,39.0,12.0
2675,Salad Kentang dan Keju Biru,467.0,10.0,33.0,32.5
2676,Bebek Berlapis Balsamic Fig dengan Bawang Mutiara dan Hash Pir,467.0,38.0,14.0,47.25
2677,Sup Kerang Asap,466.0,38.0,23.0,26.75
2678,Pai Tomat dan Cheddar,466.0,13.0,31.0,33.75
2679,Dada Ayam Panggang Thyme dengan Kuah Morel-Madeira,466.0,41.0,24.0,21.5
2680,"Salad Kepiting, Mangga, dan Alpukat dengan Saus Jeruk",466.0,31.0,22.0,36.0
2681,Kakap Merah dengan Saus Tomat-Paprika Kental,466.0,44.0,19.0,29.75
2682,"Ubi Jalar, Swiss Chard, dan Quinoa Gratin",466.0,14.0,13.0,73.25
2683,"Salad Pasta dengan Mozzarella, Tomat Kering, dan Zaitun",466.0,18.0,23.0,46.75
2684,Kerang Au Gratin,466.0,19.0,34.0,21.0
2685,Salad Ayam Panggang Persik,465.0,41.0,27.0,14.5
2686,Alpukat dan Salsa Kacang Putih,465.0,19.0,18.0,56.75
2687,Tumis Udang Singapura,465.0,25.0,32.0,19.25
2688,Rebusan Daging Sapi Kari,465.0,64.0,12.0,25.25
2689,Ikan Bass dengan Saus Selada Air,465.0,45.0,27.0,10.5
2690,"Linguine dengan Zucchini, Wortel, dan Campuran Herb Pesto",465.0,15.0,16.0,65.25
2691,Borscht Ukraina Isi Daging,464.0,38.0,19.0,35.25
2692,Souffle Coklat-Raspberry,464.0,11.0,30.0,37.5
2693,Kecimpring singkong,464.0,1.2,18.6,73.0
2694,Pasta Pedas dengan Keju Feta,464.0,17.0,14.0,67.5
2695,Salad Gazpacho Panggang dengan Udang,464.0,21.0,29.0,29.75
2696,Pasta dalam Saus Bawang Putih Almond,464.0,17.0,22.0,49.5
2697,Mac and Cheese Panggang,463.0,19.0,21.0,49.5
2698,Smorrebrod Udang,463.0,23.0,34.0,16.25
2699,Kacang Polong dan Kentang Masala,463.0,23.0,23.0,41.0
2700,Paprika Ayam,463.0,59.0,20.0,11.75
2701,"Sarden Roulade dengan Jalapeño, Monterey Jack, dan Saus Tomat",463.0,26.0,32.0,17.75
2702,"Ayam Panggang, Ramp, dan Kentang",462.0,26.0,27.0,28.75
2703,Kue Kepiting dengan Salad Alpukat,462.0,19.0,25.0,40.25
2704,Tumis Udang Harissa dan Sayur Musim Panas,462.0,24.0,13.0,62.25
2705,"Tuna, Kacang Putih, dan Salad Lada Panggang dengan Saus Krim Dijon",462.0,26.0,28.0,26.5
2706,Sea Bass Amandine di Atas Selada Air,462.0,28.0,30.0,20.0
2707,Stew Seafood,462.0,40.0,18.0,35.0
2708,Ayam Buruan Panggang Cabai dengan Saus Jalapeño-Jeruk,461.0,30.0,24.0,31.25
2709,Skirt Steak Marinasi Kopi,461.0,35.0,29.0,15.0
2710,Puding Roti Kismis Apel,461.0,13.0,20.0,57.25
2711,Sup Jagung dan Kerang yang Lezat,461.0,36.0,14.0,47.75
2712,Polenta dengan Tomat dan Gorgonzola,461.0,17.0,23.0,46.5
2713,Ikan Kukus dengan Jeruk Nipis dan Cabai,461.0,74.0,10.0,18.75
2714,French Toast Gandum Utuh Jeruk,461.0,18.0,19.0,54.5
2715,"Pizza Kembang Kol dengan Mozzarella, Kangkung, dan Lemon",461.0,27.0,33.0,14.0
2716,Stik daun singkong,460.0,0.8,18.7,17.2
2717,Biji-bijian dan Sayuran Oven Tuscan,460.0,22.0,14.0,61.5
2718,Enchilada Ayam Tumpuk dengan Salsa Verde dan Keju,460.0,19.0,36.0,15.0
2719,"Rebusan Ayam, Bawang, dan Kismis",460.0,18.0,29.0,31.75
2720,Salad Arugula Hangat dengan Crouton Bawang Putih,460.0,13.0,35.0,23.25
2721,Ikan Kulit Wasabi Renyah dengan Selada Kubis Merah,460.0,37.0,26.0,19.5
2722,Souffle Udang dan Kepiting dengan Paprika Merah dan Tarragon,460.0,33.0,27.0,21.25
2723,Tikka Domba dengan Bawang Renyah,460.0,34.0,31.0,11.25
2724,Kue Pistachio Tanpa Tepung dengan Strawberry Meringue,460.0,15.0,26.0,41.5
2725,"Daging Sapi Panggang dengan Bawang Putih, Bawang Merah, dan Kuah Mustard",460.0,44.0,20.0,26.0
2726,Salmon Bulgogi dengan Bok Choy dan Jamur,459.0,39.0,28.0,12.75
2727,Casserole Kepala Singa,459.0,34.0,29.0,15.5
2728,Tumis Ayam Jeruk Pedas,459.0,29.0,16.0,49.75
2729,"Daging Sapi Gulung dengan Parmesan, Kacang Pinus, Zaitun, dan Caper",459.0,30.0,33.0,10.5
2730,Sup Keju Petani Belanda,459.0,18.0,27.0,36.0
2731,Gratin Daun Bawang dan Jamur,458.0,18.0,22.0,47.0
2732,Blanquette De Veau,458.0,48.0,21.0,19.25
2733,Salad Nacho Berlapis,458.0,25.0,25.0,33.25
2734,Ayam Ketan Vietnam dengan Daikon dan Acar Wortel,458.0,37.0,21.0,30.25
2735,Scone Almond Aprikot,458.0,10.0,22.0,55.0
2736,Ayam Yunani Rebus dan Artichoke,458.0,49.0,24.0,11.5
2737,Puding Roti Telur Benedict,458.0,27.0,25.0,31.25
2738,Salmon Panggang Di Atas Roti Bakar dengan Mayones Daun Bawang,457.0,27.0,32.0,15.25
2739,Tostado Kacang Hitam dengan Saus Tomatillo Panggang,457.0,16.0,28.0,35.25
2740,"Penne dengan Arugula Layu, Radicchio, dan Mozzarella Asap",457.0,16.0,17.0,60.0
2741,Haddock dalam Saus Charmoula,457.0,40.0,24.0,20.25
2742,"Salad Kentang dengan Telur, Acar Dill, dan Tarragon",457.0,10.0,24.0,50.25
2743,Orzo Labu Butternut dan Sage,457.0,17.0,15.0,63.5
2744,Ayam ala Teriyaki,457.0,49.0,21.0,18.0
2745,Wafel Selai Kacang Gandum Utuh,457.0,16.0,26.0,39.75
2746,Kue Tart Markisa,457.0,10.0,22.0,54.75
2747,Cheesecake Ricotta,457.0,19.0,26.0,36.75
2748,Ikan asin gabus goreng,456.0,46.5,24.4,0.0
2749,Cumi Bakar dan Buljol Kerang dengan Acar Buah Ara Hijau dan Tomat Chokha Coulis,456.0,43.0,22.0,21.5
2750,"Penne dengan Terong, Zaitun, dan Keju Feta",456.0,15.0,26.0,40.5
2751,Mie Nasi Goreng Penang,456.0,21.0,17.0,54.75
2752,Souffle Asparagus dan Keju Swiss,456.0,23.0,34.0,14.5
2753,Sup Terong Panggang dengan Pangsit Keju Kambing,456.0,15.0,19.0,56.25
2754,Nasi Ketan dengan Sosis Cina dan Kerang Kering,456.0,11.0,19.0,60.25
2755,Sayuran dan Kacang Tangy Berasap,456.0,19.0,31.0,25.25
2756,"Wortel Bakar dengan Keju Kambing, Peterseli, Arugula, dan Keripik Bawang Putih Renyah",456.0,11.0,22.0,53.5
2757,"Bawang Merah, Keju Kambing, dan Basil Tart",456.0,10.0,36.0,23.0
2758,Pai Daun Bawang dan Seledri,455.0,13.0,27.0,40.0
2759,Salad Merah dengan Acar Bit Vinaigrette,455.0,12.0,37.0,18.5
2760,Daging Cincang dengan Saus Moster-Dill,455.0,30.0,30.0,16.25
2761,Ayam Saus Sereh,455.0,39.0,23.0,23.0
2762,Taco Daging Sapi Lembut dengan Salsa,455.0,43.0,14.0,39.25
2763,Salad Daging Sapi dan Mie Nasi,455.0,26.0,14.0,56.25
2764,Pita Panggang dengan Salad Yunani,455.0,13.0,27.0,40.0
2765,Daging Domba dengan Cuka Balsamic dan Bawang,455.0,20.0,35.0,15.0
2766,Torte Almond Panggang Coklat,454.0,10.0,27.0,42.75
2767,Bisque Kepiting Tomat-Basil,454.0,14.0,37.0,16.25
2768,Sup Sayuran Tuscan (Acquacotta),454.0,17.0,30.0,29.0
2769,Pai Yogurt dengan Kompot Anggur dan Lada Hitam,454.0,11.0,19.0,59.75
2770,3-Bahan Shakshuka,454.0,13.0,31.0,30.75
2771,"Rigatoni dengan Brie, Tomat Anggur, Zaitun, dan Kemangi",454.0,20.0,18.0,53.0
2772,Burger Daging Sapi Berlapis Kedelai,454.0,28.0,32.0,13.5
2773,Tagliatelle dengan Saus Krim Salmon Asap,454.0,21.0,12.0,65.5
2774,Sayur Kari dan Tahu Couscous,454.0,22.0,18.0,51.0
2775,Salad Tuna Tuscan dengan Adas,454.0,23.0,34.0,14.0
2776,Kale dengan Tumis Apel dan Bawang Bombai,454.0,19.0,29.0,29.25
2777,Kerang Bakar dan Asparagus dengan Saus Krim Asia,454.0,28.0,16.0,49.5
2778,Gratin Sayuran Southern,454.0,24.0,24.0,35.5
2779,"Fillet Daging Sapi di Atas Crouton Bawang Putih dengan Bawang Panggang, Caper, dan Saus Tarragon",454.0,28.0,25.0,29.25
2780,"Kepiting Panggang, Brie, dan Saus Artichoke",454.0,31.0,31.0,12.75
2781,"Salad Mesclun dengan Sayuran, Keju Kambing, dan Bawang Putih Renyah",454.0,12.0,31.0,31.75
2782,Pasta dengan Sayuran Panggang dan Feta,453.0,18.0,12.0,68.25
2783,Champ (Irlandia),453.0,10.0,21.0,56.0
2784,Salad Pasta Herba Tomat Pusaka,453.0,14.0,14.0,67.75
2785,Ayam Panggang dengan Rebusan Kacang Putih dan Pancetta,453.0,24.0,32.0,17.25
2786,Sosis sapi,452.0,14.5,42.3,2.3
2787,Brokoli-Cheddar Meleleh,452.0,17.0,37.0,12.75
2788,Gnocchi Kentang dengan Hati Ayam dan Pancetta,452.0,19.0,23.0,42.25
2789,Stew Ayam dan Jagung Kuno,452.0,37.0,25.0,19.75
2790,Skirt Steak Asam Pedas,452.0,35.0,30.0,10.5
2791,Danish Cranberry-Keju,452.0,10.0,24.0,49.0
2792,Keju Kambing dengan Terong Panggang dan Paprika Panggang di Atas Roti Zaitun,451.0,20.0,16.0,56.75
2793,Salad Ayam Selai Jahe,451.0,56.0,10.0,34.25
2794,Peyek kacang tunggak,451.0,11.2,20.2,59.7
2795,Spaetzle Buttermilk-Bayam,451.0,10.0,22.0,53.25
2796,Ayam dengan Zaitun dan Keju Feta,451.0,28.0,33.0,10.5
2797,Pasta Zaitun Ganda,451.0,16.0,20.0,51.75
2798,"Sup Kerang dengan Alpukat, Tomat, dan Dill",451.0,31.0,20.0,36.75
2799,Peyek kacang tolo,451.0,11.2,20.2,59.7
2800,"Sup Kentang, Daun Bawang, dan Bawang dengan Roti Bakar Keju Bawang Putih",451.0,15.0,20.0,52.75
2801,Risotto Barley Panggang dengan Bayam dan Haluskan Herba,450.0,18.0,24.0,40.5
2802,Lobster Gulung dengan Vinaigrette Rosemary-Jahe,450.0,15.0,30.0,30.0
2803,Sandwich Salad Kepiting,450.0,21.0,25.0,35.25
2804,Kue Buah Cherry-Almond Kering,450.0,10.0,18.0,62.0
2805,Orak-Arik Sarapan Southwest,450.0,25.0,34.0,11.0
2806,Kugel Ulang Tahun Anne Whiteman,449.0,15.0,19.0,54.5
2807,Sup Daun Bawang dan Ikan Cod,449.0,40.0,15.0,38.5
2808,Mie Ketumbar dengan Zucchini dan Wortel,449.0,14.0,13.0,69.0
2809,Salad Udang Herbed dengan Selada Air Di Atas Brioche Panggang,449.0,28.0,18.0,43.75
2810,Kerang Panggang dengan Trio Saus,449.0,57.0,20.0,10.25
2811,Souffle Jahe dengan Sabayon Cokelat,449.0,12.0,14.0,68.75
2812,Sup Ayam Kari dengan Wortel,448.0,26.0,28.0,23.0
2813,Risotto Bawang Hijau,448.0,15.0,18.0,56.5
2814,Sosis Sapi,448.0,14.5,42.3,2.3
2815,Udang Madu Panas Panggang dengan Bok Choy dan Nasi Kimchi,448.0,29.0,17.0,44.75
2816,Potongan Daging Dada Ayam Berkulit Gandum Utuh,448.0,44.0,16.0,32.0
2817,Tumis Ayam dengan Vinaigrette Tomat-Saffron di Frisée,448.0,55.0,20.0,12.0
2818,Flan Labu dengan Biji Labu Berbumbu,448.0,11.0,21.0,53.75
2819,Salmon Papan dengan Nasi Kelapa,447.0,17.0,13.0,65.5
2820,Puding Roti Reuben,447.0,27.0,29.0,19.5
2821,Steak Halibut Berkulit Kentang,447.0,39.0,24.0,18.75
2822,Pad Thai,447.0,19.0,14.0,61.25
2823,Sup Domba dan Barley,447.0,28.0,28.0,20.75
2824,Sup Adas Kastanye,447.0,12.0,14.0,68.25
2825,Sup Kacang-kacangan dan Herba,447.0,13.0,29.0,33.5
2826,Spaghettini Kepiting Pedas dengan Lemon yang Diawetkan,447.0,19.0,21.0,45.5
2827,Naan Bawang Keju Kambing dengan Salsa Mangga,447.0,16.0,20.0,50.75
2828,Sandwich Sarapan Telur dan Alpukat,445.0,17.0,24.0,40.25
2829,Flan Roti Bakar Kayu Manis (Puding Roti),445.0,14.0,18.0,56.75
2830,"Ayam dengan Glasir Cuka Endif, Radicchio, dan Balsamic",445.0,55.0,17.0,18.0
2831,Gratin Kentang Gruyere,445.0,24.0,20.0,42.25
2832,Kacang kapri goreng,445.0,11.0,11.0,65.5
2833,Kefta dan Kebab Zucchini,445.0,17.0,37.0,11.0
2834,Pasta Frittata dengan Brokoli Rabe dan Tomat Kering,445.0,23.0,19.0,45.5
2835,Salad Endive dan Jícama dengan Vinaigrette Kacang Jeruk-Pinus,445.0,10.0,29.0,36.0
2836,Kerang dengan Bawang Putih dan Bumbu Halus,444.0,42.0,14.0,37.5
2837,"Telur Dadar Souffle Asparagus, Gruyère, dan Tarragon",444.0,27.0,30.0,16.5
2838,Ikan Trout Choucroute,444.0,31.0,28.0,17.0
2839,Pai Picadillo Arepa,444.0,31.0,19.0,37.25
2840,Sapi Cincang dengan Paprika Merah dan Bayam,444.0,28.0,22.0,33.5
2841,Halibut Berkulit Pistachio dengan Yogurt Pedas,443.0,39.0,24.0,17.75
2842,"Orzo, Feta, dan Salad Tomat dengan Marjoram Vinaigrette",443.0,13.0,22.0,48.25
2843,Pizza Jamur Liar,443.0,24.0,16.0,50.75
2844,"Tomat, Bawang Merah, dan Basil Bruschetta",443.0,11.0,20.0,54.75
2845,Couscous Mutiara dengan Zaitun dan Tomat Panggang,442.0,13.0,15.0,63.75
2846,Salad Penne dan Mentimun Berherbal,442.0,10.0,24.0,46.5
2847,"Pasta dengan Keju Kambing, Lemon, dan Asparagus",442.0,16.0,15.0,60.75
2848,"Hummus dengan Kacang Pinus Panggang, Biji Jintan, dan Minyak Peterseli",442.0,11.0,36.0,18.5
2849,Scallop Gratin dengan Mentega Bawang Putih-Lemon,442.0,27.0,18.0,43.0
2850,Ayam Rebus Dingin dengan Saus Bawang Putih Cina,442.0,37.0,21.0,26.25
2851,"Nasi Creamy dengan Lemon, Herbal, dan Parmesan",442.0,13.0,18.0,57.0
2852,Souffle Keju Biru Maytag dengan Anggur Korintus Hitam dan Anggur Muscat,441.0,17.0,30.0,25.75
2853,Pai Es Krim Blueberry,441.0,11.0,33.0,25.0
2854,Daging Sapi Pedas dengan Kacang,440.0,35.0,18.0,34.5
2855,Tusuk Sate Ayam-Aprikot,440.0,22.0,34.0,11.5
2856,Ayam dengan Paprika Merah,440.0,55.0,19.0,12.25
2857,Puding beras,440.0,13.0,18.0,56.5
2858,Crepes Bayam Dill dengan Saus Avgolemono,440.0,20.0,22.0,40.5
2859,Salad Ayam dan Selada Air dengan Vinaigrette Hoisin,439.0,28.0,30.0,14.25
2860,Hash Flanel Merah dengan Krim Asam Dill,439.0,15.0,30.0,27.25
2861,Pancake Udang dan Bawang Hijau,439.0,20.0,20.0,44.75
2862,Lobster Rebus dengan Mayones Wijen,439.0,15.0,33.0,20.5
2863,Burger Mustard-Dill Panggang,439.0,36.0,20.0,28.75
2864,"Linguine Bawang Putih dengan Kepiting, Paprika Merah, dan Kacang Pinus",439.0,25.0,16.0,48.75
2865,Salad Couscous Mediterania Mint,439.0,13.0,23.0,45.0
2866,Salmon Panggang dengan Saus Pengoles Maple Pedas,438.0,35.0,23.0,22.75
2867,Artichoke Panggang Diisi dengan Ikan Teri dan Bawang Putih,438.0,10.0,29.0,34.25
2868,Mie Asia dengan Saus Jahe-Ketumbar,438.0,13.0,14.0,65.0
2869,Omelet Mozzarella dan Saus Tomat,438.0,23.0,34.0,10.0
2870,"Monkfish Panggang dengan Chanterelles, Daun Bawang, dan Jahe",437.0,34.0,16.0,39.25
2871,"Potpie Monkfish Krim, Tomat, dan Kerang dengan Kerak Puff Pastry",437.0,26.0,23.0,31.5
2872,Risotto Seafood,437.0,24.0,15.0,51.5
2873,Telur Orak-arik Meksiko,437.0,22.0,31.0,17.5
2874,Sandwich Kepiting Cangkang Lunak,437.0,31.0,23.0,26.5
2875,Fattoush a la Na'Ama,437.0,16.0,21.0,46.0
2876,Udang dan Kentang dengan Bawang Putih dan Kunyit,437.0,36.0,15.0,39.5
2877,Brokoli Kukus dengan Hummus,436.0,19.0,21.0,42.75
2878,Kacang Panggang Maple,436.0,13.0,21.0,48.75
2879,Sup Ikan Provencal dengan Saffron Rouille,436.0,55.0,13.0,24.75
2880,Puding Roti Apel-Kismis,436.0,11.0,13.0,68.75
2881,Sop Bakso dan Sayur,436.0,21.0,22.0,38.5
2882,Karbonnade Daging Sapi,436.0,52.0,19.0,14.25
2883,Super Slaw,436.0,10.0,32.0,27.0
2884,Kebab Tuna dengan Bumbu Jahe-Chile,435.0,43.0,20.0,20.75
2885,Salad Sayuran dan Nasi Liar,435.0,17.0,21.0,44.5
2886,"Tumis Ayam, Cabai Merah, dan Kacang Hijau",435.0,28.0,31.0,11.0
2887,Flan Jeruk dengan Manisan Kulit,435.0,10.0,11.0,74.0
2888,Stew Kangkung dan Kacang Putih,435.0,22.0,14.0,55.25
2889,Kue Lobak Singapura,435.0,11.0,22.0,48.25
2890,Quiche Favorit Ratu Elizabeth,435.0,17.0,24.0,37.75
2891,Ikan Bakar dengan Salsa Jeruk-Adas,435.0,39.0,21.0,22.5
2892,Sup Pangsit dengan Bakso Jamur-Zucchini,435.0,16.0,18.0,52.25
2893,Tumis Ayam dengan Zaitun dan Tomat Plum,434.0,41.0,24.0,13.5
2894,Rebusan Lentil Merah Kari dengan Sayuran,434.0,16.0,22.0,43.0
2895,Bakso dengan Saus Tomat-Serrano Chili,434.0,38.0,23.0,18.75
2896,Shakshuka Bayam,434.0,21.0,33.0,13.25
2897,Salmon Asap dan Dill Matzoh Brei,434.0,22.0,27.0,25.75
2898,Sup Buncis Maroko,433.0,22.0,10.0,63.75
2899,Sayap Ayam Mustard Parmesan,433.0,23.0,32.0,13.25
2900,Strudel Ayam Kari dan Nasi Liar,433.0,11.0,28.0,34.25
2901,Gratin Jagung dan Tomat,433.0,13.0,18.0,54.75
2902,Crepes Keju Manis Austria yang Dipanggang dalam Custard,433.0,10.0,23.0,46.5
2903,Kentang Scalloped Keemasan,433.0,16.0,20.0,47.25
2904,Fettuccine dengan Artichoke,433.0,12.0,20.0,51.25
2905,Salad Brokoli-Quinoa dengan Saus Buttermilk,433.0,16.0,21.0,45.0
2906,Blintz Keju dengan Kompot Tiga Berry,433.0,15.0,21.0,46.0
2907,Croques-Monsieur,433.0,25.0,24.0,29.25
2908,Dendeng sapi,433.0,55.0,9.0,0.0
2909,Bawang Karamel dan Olesan Krim Asam,432.0,12.0,25.0,39.75
2910,Mie Telur Wijen Dingin,432.0,10.0,20.0,53.0
2911,Risotto Kastanye dengan Butternut Squash,432.0,13.0,13.0,65.75
2912,Ayam Pedas dengan Yogurt dan Dill,432.0,54.0,18.0,13.5
2913,Nasi Ayam Panjang,431.0,24.0,24.0,29.75
2914,Asparagus Serut dengan Vinaigrette Parmesan,431.0,33.0,17.0,36.5
2915,Couscous dengan Kacang Garbanzo dan Kismis Keemasan,431.0,14.0,10.0,71.25
2916,Semifreddo Kacang Pisang,431.0,11.0,26.0,38.25
2917,Crouton Akar Seledri dan Puree Kentang dengan Artichoke Yerusalem Panggang,431.0,13.0,19.0,52.0
2918,"Pizza Paprika, Bawang Merah, dan Keju Kambing",431.0,15.0,24.0,38.75
2919,Salmon Berlapis Kecap Asin-Maple,431.0,36.0,23.0,20.0
2920,Ikan asin teri goreng,430.0,33.4,32.4,0.0
2921,Udang Louis,430.0,10.0,38.0,12.0
2922,Gulungan Salad Udang,430.0,25.0,25.0,26.25
2923,Fillet Ikan Goreng Renyah Oriental,430.0,45.0,13.0,33.25
2924,Ayam Maroko dan Lentil,430.0,22.0,27.0,24.75
2925,Ikan asin pari goreng,430.0,58.2,23.6,0.0
2926,Telur Panggang Tiga Keju dengan Paprika Panggang,429.0,26.0,30.0,13.75
2927,"Udang, Kacang Fava, dan Salad Asparagus",429.0,25.0,26.0,23.75
2928,Spaghetti dengan Saus Daun Bawang,429.0,13.0,15.0,60.5
2929,"Pizza Brokoli Rabe, Black Olive, dan Mozzarella Asap",429.0,10.0,30.0,29.75
2930,Chicken Tortilla Soup,429.0,33.0,18.0,33.75
2931,"Capellini dengan Ricotta Segar, Bawang Putih Panggang, Jagung, dan Rempah-rempah",429.0,15.0,22.0,42.75
2932,Ikan Arctic Char Rebus dengan Mayones Basil-Tarragon,429.0,41.0,25.0,10.0
2933,London Broil Panggang Marinasi Balsamic dengan Bawang Merah,428.0,39.0,24.0,14.0
2934,Halibut dengan Remah Roti Tarragon Zaitun Di Atas Tomat Panggang dan Coulis Bawang Putih,428.0,37.0,17.0,31.75
2935,Pai Susu,428.0,10.0,20.0,52.0
2936,Ayam Panggang Pedas dengan Saus Mol Labu Krim,428.0,57.0,17.0,11.75
2937,Mocha Meringue,428.0,12.0,14.0,63.5
2938,Sup Pasta dan Kembang Kol,428.0,17.0,25.0,33.75
2939,"Yogurt Pisang, Raspberry, dan Granola",428.0,12.0,19.0,52.25
2940,Nasi Goreng Keluarga Oz,428.0,17.0,10.0,67.5
2941,Sup Jagung Poblano dengan Udang,428.0,20.0,19.0,44.25
2942,Gratin Kentang,428.0,13.0,17.0,55.75
2943,"Fettuccine dengan Kenari, Pita Zucchini, dan Pecorino Romano",428.0,20.0,10.0,64.5
2944,Crepes Ayam dengan Asparagus dan Jamur,427.0,20.0,29.0,21.5
2945,Kue Kepiting Lump Jumbo dengan Jagung Manis dan Jalapeño,427.0,29.0,16.0,41.75
2946,Sup Makanan Laut dan Adas,427.0,36.0,17.0,32.5
2947,"Salad Quinoa dengan Kangkung, Kacang Pinus, dan Parmesan",427.0,15.0,23.0,40.0
2948,"Puding Roti Gurih dengan Asparagus, Gruyère, dan Bumbu Halus",427.0,27.0,22.0,30.25
2949,Flan Wajan Brokoli dan Cheddar,427.0,15.0,26.0,33.25
2950,Ikan Panggang dengan Saus Lemon Mint Thailand,427.0,34.0,21.0,25.5
2951,Spageti Lemoncello,427.0,13.0,12.0,66.75
2952,Sup Keju dan Kentang,427.0,21.0,24.0,31.75
2953,Sup Daun Bawang dengan Crouton Bawang Putih,426.0,11.0,21.0,48.25
2954,Steak Denver Kecap Asin-Tamarin Panggang,426.0,31.0,28.0,12.5
2955,Potongan Daging Sapi dengan Artichoke Bayi Tumis,426.0,32.0,21.0,27.25
2956,Swiss Chard Ricotta Gnudi dengan Jamur Musim Gugur,426.0,18.0,27.0,27.75
2957,Pisang Clafouti,426.0,10.0,13.0,67.25
2958,Salad Kentang Fingerling dengan Vinaigrette Sherry-Mustard,425.0,11.0,23.0,43.5
2959,Tumis Cod Di Atas Kacang Polong dan Kubis dengan Miso Wijen Vinaigrette,425.0,30.0,28.0,13.25
2960,Kakap Merah Dipanggang Garam dengan Saus Romesco,425.0,49.0,20.0,12.25
2961,"Sosis Italia dengan Adas, Paprika, dan Bawang",425.0,29.0,28.0,14.25
2962,Kentang Panggang Ganda dengan Jamur dan Keju,425.0,13.0,25.0,37.0
2963,Risotto Jagung Meksiko Cepat,425.0,17.0,16.0,53.25
2964,Orak-Arik Tahu dengan Yukon Gold dan Kentang Goreng Ubi Jalar,425.0,38.0,24.0,14.25
2965,Salad Quinoa Pasar Petani,425.0,15.0,27.0,30.5
2966,Bebek dengan Saus Madu-Merica,425.0,40.0,21.0,19.0
2967,Polenta dengan Gorgonzola dan Bayam,425.0,17.0,17.0,51.0
2968,"Bulgur dan Salad Kacang Hitam dengan Tomat, Bawang, dan Saus Delima",425.0,11.0,16.0,59.25
2969,Risotto Bit Jahe,425.0,12.0,13.0,65.0
2970,Halibut dengan Sayuran dan Peterseli,424.0,42.0,16.0,28.0
2971,Eggnog Dasar,424.0,12.0,12.0,67.0
2972,Tuna Panggang dan Salad Selada Air dengan Cita Rasa Asia,424.0,31.0,26.0,16.5
2973,Salad Ratatouille Panggang dengan Keju Feta,424.0,12.0,32.0,22.0
2974,Couscous yang Dicetak dengan Kismis dan Kacang Pinus,423.0,12.0,16.0,57.75
2975,Kerang Panggang dengan Mignonnette Jahe,423.0,54.0,15.0,18.0
2976,Pasta Rotelle dan Keju Kambing,422.0,18.0,12.0,60.5
2977,Kerupuk kulit kerbau,422.0,83.0,4.0,0.0
