,Food,Carbohydrates,Protein,Fats,Energy,Category
1766,Ayam Maroko dengan Lemon Meyer yang Diawetkan dan Zaitun Hijau,12.75,55.0,15.0,406.0,Masakan Timur Tengah
1767,Ledre pisang (Bojonegoro),84.9,4.8,5.1,405.0,Masakan Indonesia
1768,Kentang Rebus dan Kacang Hijau dengan Tomat,59.75,10.0,14.0,405.0,Masakan Barat
1769,Risotto Barley Mentega dengan Keju Parmesan,48.25,17.0,16.0,405.0,Masakan Barat
1770,Hummus dan Tartine Kari Kembang Kol,35.25,12.0,24.0,405.0,Masakan Barat
1771,Tumis Flank Steak dengan Arugula dan Kembang Kol Panggang dan Paprika Merah,27.75,33.0,18.0,405.0,Lauk
1772,Tumis Kerang dengan Sayuran,13.25,25.0,28.0,405.0,Lauk
1773,Udang dan Kerang dengan Kacang Putih dan Saus Herba,36.5,31.0,15.0,405.0,Lauk
1774,Fillet Salmon Panggang dengan Glazur Balsamik,13.0,32.0,25.0,405.0,Lauk
1775,Biskuit Keju Cheddar,34.0,13.0,24.0,404.0,Masakan Barat
1776,Kakap Merah Goreng dengan Mentega Chipotle,11.0,36.0,24.0,404.0,Lauk
1777,Kentang Tumbuk Bawang Putih Panggang,47.25,11.0,19.0,404.0,Masakan Barat
1778,Gratin Kentang dengan Mustard dan Keju Cheddar,43.5,17.0,18.0,404.0,Masakan Barat
1779,Tart Kembang Kol dan Bawang Karamel,17.0,12.0,32.0,404.0,Makanan penutup
1780,Hummus Jahe-Bawang Putih,56.25,20.0,11.0,404.0,Masakan Timur Tengah
1781,Bebek Muscovy Bumbu Lada dengan Blueberry,25.0,42.0,15.0,403.0,Lauk
1782,Salad Tuna Di Atas Roti Zaitun dengan Arugula,25.5,19.0,25.0,403.0,Salad
1783,Ayam Jahe-Mete,15.75,40.0,20.0,403.0,Lauk
1784,Custard Kapulaga-Almond,27.75,10.0,28.0,403.0,Makanan penutup
1785,Sandwich Salad Telur Bawang Merah Tarragon,35.0,14.0,23.0,403.0,Sandwich
1786,Emping beras,85.3,10.6,2.2,403.0,Makanan ringan
1787,Tuna Rebus Minyak dengan Escarole dan Kacang Lima,25.0,42.0,15.0,403.0,Lauk
1788,Boudin Blanc Terrine dengan Confit Bawang Merah,31.0,18.0,23.0,403.0,Lauk
1789,Muffin Blueberry dengan Glasir Lemon Blackberry,22.5,13.0,29.0,403.0,Makanan penutup
1790,Smoothie kue wortel,35.75,20.0,20.0,403.0,Makanan penutup
1791,Flan Coklat-Keju Krim dengan Saus Kembang Sepatu,50.25,10.0,18.0,403.0,Makanan penutup
1792,"Gratin Kentang, Daun Bawang, Gruyère, dan Jamur Tiram",37.25,16.0,21.0,402.0,Masakan Barat
1793,"Pasta dengan Kacang Polong Gula, Asparagus, dan Parmesan",49.75,17.0,15.0,402.0,Pasta
1794,Halibut dan Kerang dengan Paprika dan Saffron,21.0,48.0,14.0,402.0,Lauk
1795,Sup Kacang Hitam dengan Krim Asam Ketumbar-Jeruk Nipis,41.5,23.0,16.0,402.0,Masakan Barat
1796,Pai Pizza Ricotta,27.5,19.0,24.0,402.0,Masakan Barat
1797,Tahu Goreng dengan Saus Kacang Hitam Cina,21.75,27.0,23.0,402.0,Lauk
1798,Kue Ikan dengan Saus Caper-Peterseli,37.75,22.0,18.0,401.0,Masakan Barat
1799,Salad Couscous dengan Jagung dan Paprika Merah,56.5,10.0,15.0,401.0,Salad
1800,Nasi Liar dan Pilaf Almond Panggang,49.25,15.0,16.0,401.0,Masakan Asia
1801,Udang Jeruk Nipis dengan Alpukat dan Ketumbar,13.75,28.0,26.0,401.0,Masakan Asia
1802,Dada Ayam Tiga Keju dalam Saus Tomat,37.25,18.0,20.0,401.0,Lauk
1803,Fillet Ikan Trout dengan Tomat,15.75,35.0,22.0,401.0,Lauk
1804,Kentang Keemasan Yukon dan Gratin Jamur Liar dengan Keju Biru,31.75,10.0,26.0,401.0,Masakan Barat
1805,Sup Sosis Sayur,40.75,30.0,13.0,400.0,Sayur
1806,Brondong jagung,95.3,4.0,0.7,400.0,Lauk
1807,Tarragon Pizza Bianca,38.75,14.0,21.0,400.0,Masakan Barat
1808,"Gratin Kentang dengan Keju Kambing, Tomat, dan Zaitun",45.0,10.0,20.0,400.0,Masakan Barat
1809,Souffle Pan Keju Kambing dan Daun Bawang,22.5,19.0,26.0,400.0,Masakan Barat
1810,Telur Dadar Bawang Hijau dan Jamur,11.25,21.0,30.0,399.0,Lauk
1811,Cod dengan Kentang dan Acar Lemon,30.25,29.0,18.0,399.0,Masakan Barat
1812,Sup Ayam Verde,27.5,34.0,17.0,399.0,Lauk
1813,Ayam dengan Paprika dan Tomat,11.0,55.0,15.0,399.0,Lauk
1814,Tumis Ayam Mustard-Tarragon,12.0,54.0,15.0,399.0,Lauk
1815,"Pancake Buckwheat dengan Sosis, Daun Bawang, dan Telur Goreng",19.0,11.0,31.0,399.0,Masakan Barat
1816,"Steak Tuna dengan Bawang Putih, Tomat, Caper, dan Kemangi",12.25,40.0,21.0,398.0,Masakan Barat
1817,Salmon Teriyaki dengan Wortel dan Bawang,27.25,25.0,21.0,398.0,Lauk
1818,Portobello Panggang Isi Mozzarella dengan Bumbu Balsamic,26.0,15.0,26.0,398.0,Lauk
1819,Chowder Daun Bawang dan Salmon,18.5,27.0,24.0,398.0,Masakan Barat
1820,Kentang Kocok Ricotta,41.25,11.0,21.0,398.0,Masakan Barat
1821,Risotto Barley Carter,45.0,14.0,18.0,398.0,Makanan penutup
1822,Telur Rumah Peternakan Skotlandia,33.25,19.0,21.0,398.0,Lauk
1823,"Cumi Panggang dengan Bayam, Cabai Merah, dan Salad Mangga",26.5,30.0,19.0,397.0,Salad
1824,Daging Cincang dengan Moster dan Buah Kering,23.75,35.0,18.0,397.0,Lauk
1825,Sup Mie Daging Sapi ala Vietnam,48.25,24.0,12.0,397.0,Masakan Asia
1826,"Ikan Mahi-Mahi dengan Saus Jeruk, Pisang Apel, dan Kacang Macadamia",40.25,32.0,12.0,397.0,Lauk
1827,Fettucine Kepiting dan Herba,29.75,20.0,22.0,397.0,Pasta
1828,Sandwich Salad Telur Tarragon-Caper dengan Salmon Asap,31.5,16.0,23.0,397.0,Sandwich
1829,Halibut dengan Paprika Merah dan Rasa Zaitun,13.25,50.0,16.0,397.0,Lauk
1830,Salad Cumi Asia Tenggara,22.5,34.0,19.0,397.0,Salad
1831,"Sandwich Terong, Tomat, dan Keju Kambing",19.5,12.0,30.0,396.0,Sandwich
1832,Sup Krim Selada Air dengan Kerang Pan-Seared,60.25,14.0,11.0,396.0,Sayur
1833,Tiram Rebus dalam Sup Adas-Saffron,12.25,17.0,31.0,396.0,Lauk
1834,Quiche Kue Puff Bayam,20.75,13.0,29.0,396.0,Masakan Barat
1835,"Sup Tomat, Adas, dan Kepiting",29.0,16.0,24.0,396.0,Masakan Barat
1836,Krim Kopi,22.5,18.0,26.0,396.0,Minuman
1837,"Sandwich Keju Kambing Hangat, Bit, dan Arugula",36.75,15.0,21.0,396.0,Sandwich
1838,"Pai Bayam, Daun Bawang, dan Keju",24.5,16.0,26.0,396.0,Masakan Barat
1839,Sup Seafood Pedas Ann Pachett,22.75,47.0,13.0,396.0,Masakan Barat
1840,Asparagus Frittata yang Dicetak,10.25,28.0,27.0,396.0,Masakan Barat
1841,Pancake Ubi Jalar dengan Mentega Madu-Kayu Manis,35.0,10.0,24.0,396.0,Masakan Barat
1842,Antipasto Bumbu Bawang Putih dan Sage,13.75,13.0,32.0,395.0,Salad
1843,"Soba dengan Tunas Kacang, Jamur Shiitake, dan Daun Bawang",57.75,14.0,12.0,395.0,Masakan Asia
1844,Zucchini Keju dan Roti Pipih Bawang Merah,46.75,16.0,16.0,395.0,Masakan Barat
1845,Kerak Pizza Zucchini dengan Pesto Kacang Lemon,22.25,18.0,26.0,395.0,Masakan Barat
1846,Mole Poblano,23.0,24.0,23.0,395.0,Masakan Barat
1847,Caprese Terong dengan Tomat Panggang dan Vinaigrette Basil,11.0,18.0,31.0,395.0,Salad
1848,Polenta Bertabur Jagung Krim,60.75,11.0,12.0,395.0,Sayur
1849,Dodol,81.2,3.0,5.7,395.0,Jajanan
1850,Sosis Kielbasa dengan Asinan Kubis Berbumbu,16.75,19.0,28.0,395.0,Lauk
1851,"Daging Sapi Panggang, Cabai Merah, Bayam, dan Sandwich Feta dengan Saus Tahini",34.0,22.0,19.0,395.0,Sandwich
1852,Jamur Portobello Isi Udang,16.25,15.0,30.0,395.0,Lauk
1853,Tian Paprika Merah dan Terong dengan Ikan Teri,46.0,10.0,19.0,395.0,Masakan Barat
1854,Mie Zucchini dengan Terong dan Tomat,42.5,20.0,16.0,394.0,Masakan Barat
1855,"Orrechiette dengan Bawang Karamel, Sugar Snap Peas, dan Keju Ricotta",57.5,14.0,12.0,394.0,Pasta
1856,Shrimp DeJonghe,12.5,23.0,28.0,394.0,Masakan Barat
1857,Puree Kentang Labu,36.0,13.0,22.0,394.0,Masakan Barat
1858,Telur Rebus dengan Saus Tomat Ketumbar,20.75,17.0,27.0,394.0,Lauk
1859,Kue satu,79.3,2.7,2.7,393.3,Jajanan
1860,Rotelle dengan Tomat Musim Panas dan Saus Herba,62.5,11.0,11.0,393.0,Pasta
1861,Pie Matzo Domba Maroko dan Terong dengan Saus Tomat Pedas,32.0,19.0,21.0,393.0,Masakan Timur Tengah
1862,Drummet Ayam Panggang dengan Saus Barbekyu Ancho-Cherry,30.25,25.0,19.0,392.0,Lauk
1863,Gratin Sayur Akar,25.0,10.0,28.0,392.0,Masakan Barat
1864,Sup Ubi Jalar yang kental,27.5,21.0,22.0,392.0,Masakan Indonesia
1865,"Pizza Panggang Oven dengan Bawang Karamel, Gorgonzola, dan Kenari",43.25,12.0,19.0,392.0,Masakan Barat
1866,"Ikan Bass Laut dengan Bawang Merah, Bawang Putih, dan Marsala",25.5,41.0,14.0,392.0,Lauk
1867,Chocolate-Almond Torte,20.5,10.0,30.0,392.0,Makanan penutup
1868,Ayam dengan Saus Sayur Bumbu,10.5,56.0,14.0,392.0,Lauk
1869,Salad Yunani Udang Panggang,16.75,25.0,25.0,392.0,Salad
1870,Dada Ayam Panggang Lemon-Madu,14.5,54.0,13.0,391.0,Lauk
1871,Gratin Kentang Cabai Hijau,60.0,13.0,11.0,391.0,Masakan Barat
1872,Fillet Halibut Rebus dalam Kelapa dan Serai dengan Terong Asap dan Chutney Tomat Jahe,11.0,37.0,22.0,390.0,Lauk
1873,Salad Tomat-Semangka dengan Feta dan Almond Panggang,40.25,10.0,21.0,390.0,Salad
1874,Oat,68.2,14.2,7.4,390.0,Karbohidrat
1875,"Salad Ayam, Kacang Hijau, Jagung, dan Farro dengan Keju Kambing",26.0,22.0,22.0,390.0,Salad
1876,"Telur Orak-arik dengan Alpukat, Bawang, dan Cheddar",10.75,17.0,31.0,390.0,Lauk
1877,Steak Tuna Berbumbu dengan Adas dan Paprika Merah,22.25,46.0,13.0,390.0,Lauk
1878,Telur Goreng di Atas Tortilla Jagung dengan Dua Salsa (Huevos Divorciados),12.5,15.0,31.0,389.0,Masakan Barat
1879,Lapis legit,55.5,6.6,15.7,389.0,Jajanan
1880,Frittata Lentil dan Cabai Merah,18.5,27.0,23.0,389.0,Masakan Barat
1881,Ayam Hoisin dalam Daun Selada,16.5,29.0,23.0,389.0,Lauk
1882,Pizza Santa Fe,30.25,22.0,20.0,389.0,Masakan Barat
1883,Udang dan Sayuran dalam Kaldu Ketumbar Jahe,39.25,31.0,12.0,389.0,Lauk
1884,Salmon dengan Rasa Wijen dan Jeruk-Jahe,13.25,30.0,24.0,389.0,Lauk
1885,Kue Risotto Fontina dengan Daun Bawang Segar,32.25,11.0,24.0,389.0,Masakan Barat
1886,Tuna Panggang dan Salad Mangga,20.25,43.0,15.0,388.0,Salad
1887,Udang dengan Jamur Shiitake dan Baby Bok Choy,28.0,15.0,24.0,388.0,Lauk
1888,Ragoût Sayur dengan Cuka Parmesan dan Balsamic,38.75,20.0,17.0,388.0,Masakan Barat
1889,Salad Ayam Asap dan Cranberry,17.5,21.0,26.0,388.0,Salad
1890,Kue mino,74.3,5.3,7.6,387.0,Jajanan
1891,Linguine dengan Bit dan Lobak,55.25,10.0,14.0,387.0,Pasta
1892,"Ikan Lemon Sole Panggang dengan Bayam, Zaitun, dan Tomat",14.75,28.0,24.0,387.0,Lauk
1893,Kerang dengan Saus Bawang Putih Pedas,21.75,21.0,24.0,387.0,Lauk
1894,"Udang dengan Tomat, Adas, dan Oregano",13.0,16.0,30.0,386.0,Lauk
1895,Quiche Jamur-Bawang Merah,28.0,10.0,26.0,386.0,Masakan Barat
1896,Crottin Panggang dengan Tumis Jamur,13.75,13.0,31.0,386.0,Sayur
1897,Sup Jagung dan Paprika,55.0,10.0,14.0,386.0,Sayur
1898,Pai Herba dan Keju,24.5,18.0,24.0,386.0,Masakan Barat
1899,Polenta Labu Mentega,39.25,10.0,21.0,386.0,Makanan penutup
1900,Baby Greens dengan Keju Kambing Hangat,10.75,16.0,31.0,386.0,Sayur
1901,Fillet Daging Sapi Panggang dengan Saus Cornichon Tarragon,12.0,17.0,30.0,386.0,Lauk
1902,"Ayam Panggang dengan Mangga, Jahe dan Ketumbar",12.0,37.0,21.0,385.0,Lauk
1903,Salad Kentang Jerman,49.25,11.0,16.0,385.0,Salad
1904,Roti Blintz Hongaria (Palacsinta Felfujt),22.25,11.0,28.0,385.0,Sandwich
1905,"Pasta dengan Sayuran Panggang, Tomat, dan Kemangi",55.25,14.0,12.0,385.0,Pasta
1906,Kerang Bakar dengan Lapisan Jeruk Madu Pedas Pada Salad Seledri,44.25,16.0,16.0,385.0,Salad
1907,Taco Ayam dan Sayuran yang Dilumuri Bumbu dengan Selada Ketumbar dan Krim Chipotle,29.0,22.0,20.0,384.0,Masakan Barat
1908,"Bungkus Jamur dengan Bayam, Paprika dan Keju Kambing",32.75,16.0,21.0,384.0,Masakan Barat
1909,Dada Bebek dengan Saus Ceri Manis,35.25,36.0,11.0,384.0,Lauk
1910,Sup Kari Kacang Polong,40.0,20.0,16.0,384.0,Masakan Asia
1911,Polenta dengan Mozzarella dan Parmesan,35.5,20.0,18.0,384.0,Masakan Barat
1912,Hanger Steak dengan Acar Tomat Asam,13.5,33.0,22.0,384.0,Lauk
1913,Bing Cherry Clafouti,63.25,10.0,10.0,383.0,Makanan penutup
1914,Puding Jagung-Pancetta dalam Keranjang Sekam Jagung,30.75,11.0,24.0,383.0,Makanan penutup
1915,Clemenceau Ayam,35.75,33.0,12.0,383.0,Lauk
1916,Kentang Isi Keju dengan Pasta Bumbu Yogurt dan Kerak Biji Wijen,42.25,13.0,18.0,383.0,Masakan Barat
1917,Stew Domba dan Shiitake dengan Saus Tomat-Chianti,43.25,30.0,10.0,383.0,Masakan Barat
1918,Romaine dan Salad Bawang Merah dengan Vinaigrette Balsamic Parmesan,22.0,13.0,27.0,383.0,Salad
1919,"Salad Nasi Musim Panas dengan Feta, Jeruk, dan Mint",38.5,10.0,21.0,383.0,Salad
1920,Telur ayam ceplok,8.3,15.1,32.9,383.0,Lauk
1921,Salad Couscous dan Lentil Badai Marilyn,48.25,16.0,14.0,383.0,Salad
1922,Couscous Keemasan,51.25,13.0,14.0,383.0,Masakan Barat
1923,Dendeng belut goreng,8.0,55.7,14.1,382.0,Lauk
1924,Jenang,65.8,9.5,9.5,381.7,Jajanan
1925,Kentang Tumbuk Panggang dan Ubi dengan Bawang Putih dan Parmesan,49.25,10.0,16.0,381.0,Masakan Barat
1926,"Kerang dengan Paprika, Tomat, Alpukat, dan Mangga",29.5,23.0,19.0,381.0,Lauk
1927,"Manicotti Terong dengan Isian Ricotta, Asiago, dan Bayam",21.0,18.0,25.0,381.0,Pasta
1928,Bihun goreng instan,80.3,6.1,3.9,381.0,Lauk
1929,Fillet Ikan Panggang dengan Salsa Lentil,26.5,35.0,15.0,381.0,Lauk
1930,Salad Soba dengan Wortel dan Zucchini,49.5,12.0,15.0,381.0,Salad
1931,Gumbo Bebek dan Jamur Liar,18.0,12.0,29.0,381.0,Masakan Barat
1932,Matzo Manis dan Puding Keju Cottage,36.0,14.0,20.0,380.0,Makanan penutup
1933,Ikan asin bilis goreng,0.0,33.6,27.5,380.0,Lauk
1934,Gratin Kentang dan Parmesan,41.75,15.0,17.0,380.0,Masakan Barat
1935,Kembang tahu,23.3,48.9,13.8,380.0,Jajanan
1936,Kue semprong,92.0,1.0,1.0,380.0,Jajanan
1937,Biskuit Keju Pedas,42.75,14.0,17.0,380.0,Masakan Barat
1938,Ulat Sagu Panggang,14.9,11.9,30.3,380.0,Masakan Indonesia
1939,Tortelloni Taman Musim Panas,39.25,15.0,18.0,379.0,Pasta
1940,"Paket Hobo dengan Kentang Coklat Hash, Sosis, dan Daun Bawang",14.75,17.0,28.0,379.0,Masakan Barat
1941,"Kerang dengan Tomat, Jalapeño, dan Tequila",18.25,18.0,26.0,379.0,Lauk
1942,Sup Artichoke Yerusalem,50.5,15.0,13.0,379.0,Masakan Timur Tengah
1943,Domba Piccata dengan Caper,12.0,15.0,30.0,378.0,Masakan Barat
1944,Burger Kenari Kacang Kacang,50.0,13.0,14.0,378.0,Sandwich
1945,Artichoke Yerusalem Tumbuk,60.75,11.0,10.0,377.0,Masakan Timur Tengah
1946,"Sup Kentang, Kubis Hijau, dan Daun Bawang dengan Lemon Crème Fraîche",55.25,12.0,12.0,377.0,Masakan Barat
1947,Mie Telur dengan Kacang Polong dan Jamur,53.25,14.0,12.0,377.0,Masakan Barat
1948,Pastitsio Terong dan Daging Sapi Muda,39.75,14.0,18.0,377.0,Pasta
1949,Mie Telur dengan Mentega Coklat dan Feta,40.25,11.0,19.0,376.0,Masakan Barat
1950,Bisque Kacang Merah dengan Rum Flambé,40.75,15.0,17.0,376.0,Masakan Barat
1951,Ayam Aprikot dengan Almond,28.25,41.0,11.0,376.0,Lauk
1952,Kerang dengan Salad Mie Asia,48.0,19.0,12.0,376.0,Salad
1953,Sup Daging Sapi dan Jelai,29.25,22.0,19.0,376.0,Masakan Indonesia
1954,Sup Krim Kentang dengan Selada Air,40.25,13.0,18.0,375.0,Sayur
1955,"Penne, Bayam, Asparagus, dan Salad Mete",46.75,11.0,16.0,375.0,Salad
1956,Croissant Telur,17.25,18.0,26.0,375.0,Sandwich
1957,"Tuna, Kacang Hitam, dan Salad Lobak",17.25,18.0,26.0,375.0,Salad
1958,Croustade Artichoke,44.75,13.0,16.0,375.0,Masakan Barat
1959,Sandwich Telur dengan Selada Kacang Hijau,34.75,16.0,19.0,374.0,Sandwich
1960,Jagung titi (Flores),79.1,9.4,2.2,374.0,Jajanan
1961,Sup Jagung Segar dengan Taburan Guacamole Jagung Panggang,36.25,10.0,21.0,374.0,Masakan Barat
1962,ayam Divan,17.0,36.0,18.0,374.0,Lauk
1963,Gnocchi Herba,25.25,12.0,25.0,374.0,Pasta
1964,Bruschetta dengan Kacang Putih dan Keju,20.25,19.0,24.0,373.0,Masakan Barat
1965,Dodol manado,51.9,4.3,16.5,373.0,Jajanan
1966,Huevos Rancheros dengan Jalapeños dan Bawang Putih,22.25,17.0,24.0,373.0,Sandwich
1967,Roti Pipih Jagung dan Cabai Jalapeño,33.25,17.0,19.0,372.0,Masakan Barat
1968,Salad Keju Kambing Hangat dengan Roti Zaitun Panggang,16.25,16.0,27.0,372.0,Salad
1969,Sup Daging Sapi dan Sayur Yang Chunky,24.25,44.0,11.0,372.0,Masakan Barat
1970,Pencok lele,3.5,7.8,36.3,372.0,Masakan Indonesia
1971,Scalloped Kentang dengan Keju Kambing dan Herbes De Provence,46.25,13.0,15.0,372.0,Masakan Barat
1972,Pancake Oat dan Apel dengan Yogurt,47.0,12.0,15.0,371.0,Makanan penutup
1973,Bawang Panggang,24.25,10.0,26.0,371.0,Masakan Barat
1974,Ikan Todak Panggang dengan Salsa Mentimun Jeruk Nipis,19.5,35.0,17.0,371.0,Lauk
1975,Tostadas Ikan Panggang dengan Salsa Nanas-Jícama,28.5,26.0,17.0,371.0,Masakan Barat
1976,Potstickers,28.0,13.0,23.0,371.0,Masakan Asia
1977,Mie Asia Pedas dan Salad Ayam,41.0,27.0,11.0,371.0,Salad
1978,Bola-bola Terong,49.0,10.0,15.0,371.0,Lauk
1979,Ayam Panggang dengan Jamur dan Artichoke,16.5,40.0,16.0,370.0,Lauk
1980,Kentang Kerang dengan Gouda dan Adas,30.25,15.0,21.0,370.0,Masakan Barat
1981,Kerang Bakar dengan Tomat Beurre Blanc,10.5,19.0,28.0,370.0,Lauk
1982,Kerang Kukus dengan Chipoltes dan Santan,17.5,23.0,23.0,369.0,Lauk
1983,Roti Jagung Cheddar,43.25,13.0,16.0,369.0,Masakan Barat
1984,Meuseukat (Aceh),74.1,2.1,7.0,369.0,Jajanan
1985,"Casserole Cod, Kentang, dan Adas",27.5,31.0,15.0,369.0,Masakan Barat
1986,Gratin Kentang Tumbuk dan Kembang Kol,30.0,15.0,21.0,369.0,Masakan Barat
1987,Daging Sapi Pedas dengan Paprika,16.5,26.0,22.0,368.0,Lauk
1988,Krim Lemon Bebas Susu dengan Oat-Thyme Crumble,50.5,10.0,14.0,368.0,Makanan penutup
1989,Souffle Salmon Asap,12.75,23.0,25.0,368.0,Masakan Barat
1990,Oncom merah goreng,13.2,6.8,32.0,368.0,Jajanan
1991,"Kacang Fava, Asparagus, dan Salad Arugula dengan Pecorino Serut",10.0,28.0,24.0,368.0,Salad
1992,Sup Kentang Bawang Putih Dingin,37.25,12.0,19.0,368.0,Masakan Barat
1993,Kerang Laut dengan Sayur Ragoût,22.5,20.0,22.0,368.0,Lauk
1994,Dodol banjarmasin,70.0,2.6,8.6,368.0,Jajanan
1995,Bisque Kerang dan Adas,23.5,30.0,17.0,367.0,Masakan Barat
1996,Tumis Kerang dengan Kompot Adas dalam Saus Kari,23.25,19.0,22.0,367.0,Lauk
1997,Artichoke Diisi dengan Remah Roti Lemon-Bawang Putih,44.75,11.0,16.0,367.0,Sayur
1998,Pasta dan Sup Kacang Garbanzo,40.5,13.0,17.0,367.0,Pasta
1999,Salad Telur dan Sandwich Kacang Hijau,27.5,17.0,21.0,367.0,Sandwich
2000,Rebusan Daging Sapi dengan Kari dan Serai,19.25,41.0,14.0,367.0,Masakan Asia
2001,"Tumis Ayam, Asparagus, dan Brokoli",11.5,33.0,21.0,367.0,Lauk
2002,Salad Ayam dan Mentimun dengan Saus Yogurt,11.5,35.0,20.0,366.0,Salad
2003,Ayam Bumbu Tandoori dengan Chutney Tomat-Jahe,16.0,53.0,10.0,366.0,Masakan Asia
2004,Salmon Berkulit Wijen,11.75,28.0,23.0,366.0,Lauk
2005,Kue koya,7.9,4.2,4.3,366.0,Jajanan
2006,"Halibut dengan Caper, Zaitun, dan Tomat",13.0,38.0,18.0,366.0,Lauk
2007,Teri balado,17.5,23.7,22.3,365.0,Lauk
2008,Orecchiette dengan Brokoli Rabe,44.75,15.0,14.0,365.0,Pasta
2009,"Bulgur, Kacang Pinus, dan Pilaf Cabai Merah",45.5,12.0,15.0,365.0,Masakan Barat
2010,Ravioli Keju dengan Saus Tomat Segar,40.75,19.0,14.0,365.0,Pasta
2011,Polenta Panggang dengan Keju Fontina,37.0,16.0,17.0,365.0,Masakan Barat
2012,Salad Jagung Panggang dengan Kacang Lima dan Tomat,19.5,11.0,27.0,365.0,Salad
2013,Poached Eggs dalam Pipérade,15.5,17.0,26.0,364.0,Lauk
2014,Sup Jamur dan Keju Cheddar,19.0,18.0,24.0,364.0,Masakan Barat
2015,Chili Sayur dan Kacang,52.5,16.0,10.0,364.0,Masakan Barat
2016,"Salad Hijau dengan Keju Kambing, Hati Artichoke, dan Migas",24.25,15.0,23.0,364.0,Salad
2017,Ravioli Keju Kambing dengan Paprika dan Mentega Coklat,19.5,13.0,26.0,364.0,Pasta
2018,Kentang Tumbuk Keju Kambing,42.75,10.0,17.0,364.0,Masakan Barat
2019,Telur Panggang Portugis,11.25,19.0,27.0,364.0,Lauk
2020,Purée Kembang Kol,17.0,11.0,28.0,364.0,Masakan Barat
2021,Sagu Rendang,90.5,0.1,0.2,364.0,Masakan Indonesia
2022,Oncom goreng,40.3,19.3,19.3,363.3,Jajanan
2023,Sup Bawang Putih Panggang dengan Keju Parmesan,22.75,14.0,24.0,363.0,Masakan Barat
2024,Kari Merah Lobster dan Nanas,16.0,23.0,23.0,363.0,Masakan Asia
2025,Puding Tepung Jagung dengan Keju,24.75,21.0,20.0,363.0,Makanan penutup
2026,Lasagne Bawang dan Zucchini Keemasan,24.0,15.0,23.0,363.0,Pasta
2027,Niçoise Salad Makanan Laut Panggang,21.5,33.0,16.0,362.0,Salad
2028,Ayam Achiote dengan Saus Jeruk Keprok,14.0,54.0,10.0,362.0,Masakan Barat
2029,Sup Kerang dan Wortel,30.75,35.0,11.0,362.0,Masakan Barat
2030,Sup Kentang Keemasan dan Kucai Yukon,47.25,14.0,13.0,362.0,Masakan Barat
2031,Gratin Daging Kepiting,13.0,28.0,22.0,362.0,Masakan Barat
2032,Tumis Kerang Laut dengan Saus Mustard,16.75,22.0,23.0,362.0,Lauk
2033,"Potongan Ayam Wijen, Lemon dan Kari",18.75,40.0,14.0,361.0,Lauk
2034,"Salad Kentang Crème Fraîche dengan Telur Salmon, Selada Kubis Hijau, dan Salmon Asap",22.75,18.0,22.0,361.0,Salad
2035,Telur ayam bagian kuning,0.7,19.3,31.9,361.0,Lauk
2036,"Kacang Hitam dengan Bawang Putih, Jintan, dan Ketumbar",40.5,16.0,15.0,361.0,Sayur
2037,Kepiting Pedas dan Salad Melon,35.25,19.0,16.0,361.0,Salad
2038,Custard Karamel dengan Jahe (Cremes Karamel Au Gingembre),55.5,10.0,11.0,361.0,Lauk
2039,Dada Ayam Panggang dan Sayuran dengan Plum,34.5,22.0,15.0,361.0,Lauk
2040,Ikan Mahi-Mahi Panggang dengan Salsa Tomatillo-Alpukat dan Nanas,12.25,42.0,16.0,361.0,Lauk
2041,Minestrone Musim Dingin,34.75,15.0,18.0,361.0,Masakan Barat
2042,Haluskan Akar Seledri,45.25,11.0,15.0,360.0,Sayur
2043,Getuk goreng,74.3,1.3,6.4,360.0,Jajanan
2044,Tart Wortel dengan Ricotta dan Herbal,18.25,11.0,27.0,360.0,Makanan penutup
2045,"Kerang Panggang dan Salad Kentang dengan Salsa Alpukat, Minyak Daun Bawang, dan Plum Coulis",14.5,17.0,26.0,360.0,Salad
2046,Sup Gulai Lezat,28.75,32.0,13.0,360.0,Masakan Barat
2047,Kepiting Krim dengan Artichoke,15.25,25.0,22.0,359.0,Masakan Barat
2048,Kue Kepiting dengan Salsa Tomat,40.25,18.0,14.0,359.0,Masakan Barat
2049,Baked Beans,48.75,14.0,12.0,359.0,Masakan Barat
2050,Kari Thailand,21.5,14.0,24.0,358.0,Masakan Asia
2051,Sandwich Zaitun Hitam dan Keju Kambing,29.25,15.0,20.0,357.0,Sandwich
2052,Nasi jagung,79.5,8.8,0.5,357.0,Karbohidrat
2053,Frittata Havana Klasik,18.5,10.0,27.0,357.0,Masakan Barat
2054,Dada Bebek Panggang dengan Saus Chipotle Jeruk,20.5,46.0,10.0,356.0,Lauk
2055,Tenderloin Daging Rusa dengan Saus Lada Hijau Madeira,14.5,25.0,22.0,356.0,Lauk
2056,Pasties Daging Sapi dan Kentang,17.75,24.0,21.0,356.0,Masakan Barat
2057,Kemplang panggang,76.9,9.7,1.1,356.0,Makanan ringan
2058,"Mie Asia, Jamur, dan Salad Kubis",47.5,10.0,14.0,356.0,Salad
2059,Sup Bawang Karamel dan Jamur Portobello dengan Crouton Keju Kambing,40.25,15.0,15.0,356.0,Masakan Barat
2060,Tumis Fillet Kakap Merah dengan Adas dan Jeruk,10.25,36.0,19.0,356.0,Lauk
