Name,Calories,Fat_g,Carbs_g,Protein_g,Serving_Size_g
Kentang Rebus dan Kacang Hijau dengan Tomat,405.0,0.4,59.8,10.0,100.0
Risotto Barley Mentega dengan Keju Parmesan,405.0,11.9,48.2,17.0,100.0
Hummus dan Tartine Kari Kembang Kol,405.0,5.2,35.2,12.0,100.0
Tumis Flank Steak dengan Arugula dan Kembang Kol Panggang dan Paprika Merah,405.0,14.1,27.8,33.0,100.0
Tumis Kerang dengan Sayuran,405.0,8.8,13.2,25.0,100.0
Udang dan Kerang dengan Kacang Putih dan Saus Herba,405.0,5.7,36.5,31.0,100.0
Fillet Salmon Panggang dengan Glazur Balsamik,405.0,11.4,13.0,32.0,100.0
Biskuit Keju Cheddar,404.0,23.0,34.0,13.0,100.0
Kakap Merah Goreng dengan Mentega Chipotle,404.0,9.8,11.0,36.0,100.0
Kentang Tumbuk Bawang Putih Panggang,404.0,12.2,47.2,11.0,100.0
Gratin Kentang dengan Mustard dan Keju Cheddar,404.0,12.3,43.5,17.0,100.0
Tart Kembang Kol dan Bawang Karamel,404.0,14.1,17.0,12.0,100.0
Hummus Jahe-Bawang Putih,404.0,7.7,56.2,20.0,100.0
Bebek Muscovy Bumbu Lada dengan Blueberry,403.0,11.0,25.0,42.0,100.0
Salad Tuna Di Atas Roti Zaitun dengan Arugula,403.0,1.8,25.5,19.0,100.0
Custard Kapulaga-Almond,403.0,8.4,27.8,10.0,100.0
Sandwich Salad Telur Bawang Merah Tarragon,403.0,1.1,35.0,14.0,100.0
Emping beras,403.0,11.5,85.3,10.6,100.0
Tuna Rebus Minyak dengan Escarole dan Kacang Lima,403.0,1.2,25.0,42.0,100.0
Boudin Blanc Terrine dengan Confit Bawang Merah,403.0,8.7,31.0,18.0,100.0
Muffin Blueberry dengan Glasir Lemon Blackberry,403.0,18.5,22.5,13.0,100.0
Smoothie kue wortel,403.0,16.2,35.8,20.0,100.0
Flan Coklat-Keju Krim dengan Saus Kembang Sepatu,403.0,9.8,50.2,10.0,100.0
"Gratin Kentang, Daun Bawang, Gruyère, dan Jamur Tiram",402.0,5.4,37.2,16.0,100.0
"Pasta dengan Kacang Polong Gula, Asparagus, dan Parmesan",402.0,6.6,49.8,17.0,100.0
Halibut dan Kerang dengan Paprika dan Saffron,402.0,1.6,21.0,48.0,100.0
Sup Kacang Hitam dengan Krim Asam Ketumbar-Jeruk Nipis,402.0,10.2,41.5,23.0,100.0
Pai Pizza Ricotta,402.0,11.3,27.5,19.0,100.0
Tahu Goreng dengan Saus Kacang Hitam Cina,402.0,11.1,21.8,27.0,100.0
Kue Ikan dengan Saus Caper-Peterseli,401.0,21.1,37.8,22.0,100.0
Salad Couscous dengan Jagung dan Paprika Merah,401.0,9.0,56.5,10.0,100.0
Nasi Liar dan Pilaf Almond Panggang,401.0,6.7,49.2,15.0,100.0
Udang Jeruk Nipis dengan Alpukat dan Ketumbar,401.0,0.1,13.8,28.0,100.0
Dada Ayam Tiga Keju dalam Saus Tomat,401.0,18.0,37.2,18.0,100.0
Fillet Ikan Trout dengan Tomat,401.0,6.1,15.8,35.0,100.0
Kentang Keemasan Yukon dan Gratin Jamur Liar dengan Keju Biru,401.0,13.9,31.8,10.0,100.0
Sup Sosis Sayur,400.0,3.8,40.8,30.0,100.0
Brondong jagung,400.0,14.2,95.3,4.0,100.0
Tarragon Pizza Bianca,400.0,11.8,38.8,14.0,100.0
"Gratin Kentang dengan Keju Kambing, Tomat, dan Zaitun",400.0,15.7,45.0,10.0,100.0
Souffle Pan Keju Kambing dan Daun Bawang,400.0,19.9,22.5,19.0,100.0
Telur Dadar Bawang Hijau dan Jamur,399.0,14.7,11.2,21.0,100.0
Cod dengan Kentang dan Acar Lemon,399.0,7.5,30.2,29.0,100.0
Sup Ayam Verde,399.0,3.8,27.5,34.0,100.0
Ayam dengan Paprika dan Tomat,399.0,15.2,11.0,55.0,100.0
Tumis Ayam Mustard-Tarragon,399.0,9.7,12.0,54.0,100.0
"Pancake Buckwheat dengan Sosis, Daun Bawang, dan Telur Goreng",399.0,9.8,19.0,11.0,100.0
"Steak Tuna dengan Bawang Putih, Tomat, Caper, dan Kemangi",398.0,10.4,12.2,40.0,100.0
Salmon Teriyaki dengan Wortel dan Bawang,398.0,3.0,27.2,25.0,100.0
Portobello Panggang Isi Mozzarella dengan Bumbu Balsamic,398.0,12.3,26.0,15.0,100.0
Chowder Daun Bawang dan Salmon,398.0,6.8,18.5,27.0,100.0
Kentang Kocok Ricotta,398.0,14.4,41.2,11.0,100.0
Risotto Barley Carter,398.0,13.0,45.0,14.0,100.0
Telur Rumah Peternakan Skotlandia,398.0,10.7,33.2,19.0,100.0
"Cumi Panggang dengan Bayam, Cabai Merah, dan Salad Mangga",397.0,11.5,26.5,30.0,100.0
Daging Cincang dengan Moster dan Buah Kering,397.0,14.8,23.8,35.0,100.0
Sup Mie Daging Sapi ala Vietnam,397.0,1.7,48.2,24.0,100.0
"Ikan Mahi-Mahi dengan Saus Jeruk, Pisang Apel, dan Kacang Macadamia",397.0,1.6,40.2,32.0,100.0
Fettucine Kepiting dan Herba,397.0,5.3,29.8,20.0,100.0
Sandwich Salad Telur Tarragon-Caper dengan Salmon Asap,397.0,2.5,31.5,16.0,100.0
Halibut dengan Paprika Merah dan Rasa Zaitun,397.0,11.9,13.2,50.0,100.0
Salad Cumi Asia Tenggara,397.0,7.3,22.5,34.0,100.0
"Sandwich Terong, Tomat, dan Keju Kambing",396.0,19.2,19.5,12.0,100.0
Sup Krim Selada Air dengan Kerang Pan-Seared,396.0,10.4,60.2,14.0,100.0
Tiram Rebus dalam Sup Adas-Saffron,396.0,0.1,12.2,17.0,100.0
Quiche Kue Puff Bayam,396.0,12.8,20.8,13.0,100.0
"Sup Tomat, Adas, dan Kepiting",396.0,4.1,29.0,16.0,100.0
Krim Kopi,396.0,11.8,22.5,18.0,100.0
"Sandwich Keju Kambing Hangat, Bit, dan Arugula",396.0,23.9,36.8,15.0,100.0
"Pai Bayam, Daun Bawang, dan Keju",396.0,19.5,24.5,16.0,100.0
Sup Seafood Pedas Ann Pachett,396.0,2.3,22.8,47.0,100.0
Asparagus Frittata yang Dicetak,396.0,13.2,10.2,28.0,100.0
Pancake Ubi Jalar dengan Mentega Madu-Kayu Manis,396.0,19.2,35.0,10.0,100.0
Antipasto Bumbu Bawang Putih dan Sage,395.0,9.3,13.8,13.0,100.0
"Soba dengan Tunas Kacang, Jamur Shiitake, dan Daun Bawang",395.0,8.6,57.8,14.0,100.0
Zucchini Keju dan Roti Pipih Bawang Merah,395.0,19.8,46.8,16.0,100.0
Kerak Pizza Zucchini dengan Pesto Kacang Lemon,395.0,11.8,22.2,18.0,100.0
Mole Poblano,395.0,12.8,23.0,24.0,100.0
Caprese Terong dengan Tomat Panggang dan Vinaigrette Basil,395.0,12.9,11.0,18.0,100.0
Polenta Bertabur Jagung Krim,395.0,12.6,60.8,11.0,100.0
Dodol,395.0,8.4,81.2,3.0,100.0
Sosis Kielbasa dengan Asinan Kubis Berbumbu,395.0,8.9,16.8,19.0,100.0
"Daging Sapi Panggang, Cabai Merah, Bayam, dan Sandwich Feta dengan Saus Tahini",395.0,17.5,34.0,22.0,100.0
Jamur Portobello Isi Udang,395.0,1.8,16.2,15.0,100.0
Tian Paprika Merah dan Terong dengan Ikan Teri,395.0,11.1,46.0,10.0,100.0
Mie Zucchini dengan Terong dan Tomat,394.0,11.6,42.5,20.0,100.0
"Orrechiette dengan Bawang Karamel, Sugar Snap Peas, dan Keju Ricotta",394.0,12.8,57.5,14.0,100.0
Puree Kentang Labu,394.0,14.8,36.0,13.0,100.0
Telur Rebus dengan Saus Tomat Ketumbar,394.0,0.2,20.8,17.0,100.0
Kue satu,393.3,10.0,79.3,2.7,100.0
Rotelle dengan Tomat Musim Panas dan Saus Herba,393.0,12.3,62.5,11.0,100.0
Pie Matzo Domba Maroko dan Terong dengan Saus Tomat Pedas,393.0,16.7,32.0,19.0,100.0
Drummet Ayam Panggang dengan Saus Barbekyu Ancho-Cherry,392.0,18.4,30.2,25.0,100.0
Gratin Sayur Akar,392.0,5.7,25.0,10.0,100.0
Sup Ubi Jalar yang kental,392.0,0.0,27.5,21.0,100.0
"Pizza Panggang Oven dengan Bawang Karamel, Gorgonzola, dan Kenari",392.0,6.5,43.2,12.0,100.0
"Ikan Bass Laut dengan Bawang Merah, Bawang Putih, dan Marsala",392.0,9.7,25.5,41.0,100.0
Chocolate-Almond Torte,392.0,9.2,20.5,10.0,100.0
Ayam dengan Saus Sayur Bumbu,392.0,12.4,10.5,56.0,100.0
Salad Yunani Udang Panggang,392.0,14.6,16.8,25.0,100.0
Dada Ayam Panggang Lemon-Madu,391.0,15.3,14.5,54.0,100.0
Gratin Kentang Cabai Hijau,391.0,8.9,60.0,13.0,100.0
Fillet Halibut Rebus dalam Kelapa dan Serai dengan Terong Asap dan Chutney Tomat Jahe,390.0,1.5,11.0,37.0,100.0
Salad Tomat-Semangka dengan Feta dan Almond Panggang,390.0,11.2,40.2,10.0,100.0
Oat,390.0,11.4,68.2,14.2,100.0
"Salad Ayam, Kacang Hijau, Jagung, dan Farro dengan Keju Kambing",390.0,6.1,26.0,22.0,100.0
"Telur Orak-arik dengan Alpukat, Bawang, dan Cheddar",390.0,14.8,10.8,17.0,100.0
Steak Tuna Berbumbu dengan Adas dan Paprika Merah,390.0,19.0,22.2,46.0,100.0
Telur Goreng di Atas Tortilla Jagung dengan Dua Salsa (Huevos Divorciados),389.0,12.3,12.5,15.0,100.0
Lapis legit,389.0,5.6,55.5,6.6,100.0
Frittata Lentil dan Cabai Merah,389.0,9.6,18.5,27.0,100.0
Ayam Hoisin dalam Daun Selada,389.0,19.1,16.5,29.0,100.0
Pizza Santa Fe,389.0,6.0,30.2,22.0,100.0
Udang dan Sayuran dalam Kaldu Ketumbar Jahe,389.0,3.8,39.2,31.0,100.0
Salmon dengan Rasa Wijen dan Jeruk-Jahe,389.0,0.8,13.2,30.0,100.0
Kue Risotto Fontina dengan Daun Bawang Segar,389.0,10.6,32.2,11.0,100.0
Tuna Panggang dan Salad Mangga,388.0,10.7,20.2,43.0,100.0
Udang dengan Jamur Shiitake dan Baby Bok Choy,388.0,6.2,28.0,15.0,100.0
Ragoût Sayur dengan Cuka Parmesan dan Balsamic,388.0,10.3,38.8,20.0,100.0
Salad Ayam Asap dan Cranberry,388.0,5.2,17.5,21.0,100.0
Kue mino,387.0,26.3,74.3,5.3,100.0
Linguine dengan Bit dan Lobak,387.0,9.3,55.2,10.0,100.0
"Ikan Lemon Sole Panggang dengan Bayam, Zaitun, dan Tomat",387.0,10.1,14.8,28.0,100.0
Kerang dengan Saus Bawang Putih Pedas,387.0,7.2,21.8,21.0,100.0
"Udang dengan Tomat, Adas, dan Oregano",386.0,4.0,13.0,16.0,100.0
Quiche Jamur-Bawang Merah,386.0,13.5,28.0,10.0,100.0
Crottin Panggang dengan Tumis Jamur,386.0,12.0,13.8,13.0,100.0
Sup Jagung dan Paprika,386.0,0.7,55.0,10.0,100.0
Pai Herba dan Keju,386.0,12.1,24.5,18.0,100.0
Polenta Labu Mentega,386.0,14.0,39.2,10.0,100.0
Baby Greens dengan Keju Kambing Hangat,386.0,15.3,10.8,16.0,100.0
Fillet Daging Sapi Panggang dengan Saus Cornichon Tarragon,386.0,16.3,12.0,17.0,100.0
"Ayam Panggang dengan Mangga, Jahe dan Ketumbar",385.0,10.0,12.0,37.0,100.0
Salad Kentang Jerman,385.0,4.3,49.2,11.0,100.0
Roti Blintz Hongaria (Palacsinta Felfujt),385.0,23.1,22.2,11.0,100.0
"Pasta dengan Sayuran Panggang, Tomat, dan Kemangi",385.0,10.7,55.2,14.0,100.0
Kerang Bakar dengan Lapisan Jeruk Madu Pedas Pada Salad Seledri,385.0,7.7,44.2,16.0,100.0
Taco Ayam dan Sayuran yang Dilumuri Bumbu dengan Selada Ketumbar dan Krim Chipotle,384.0,17.0,29.0,22.0,100.0
"Bungkus Jamur dengan Bayam, Paprika dan Keju Kambing",384.0,18.4,32.8,16.0,100.0
Dada Bebek dengan Saus Ceri Manis,384.0,6.9,35.2,36.0,100.0
Sup Kari Kacang Polong,384.0,3.1,40.0,20.0,100.0
Polenta dengan Mozzarella dan Parmesan,384.0,10.5,35.5,20.0,100.0
Hanger Steak dengan Acar Tomat Asam,384.0,19.1,13.5,33.0,100.0
Bing Cherry Clafouti,383.0,5.0,63.2,10.0,100.0
Puding Jagung-Pancetta dalam Keranjang Sekam Jagung,383.0,7.8,30.8,11.0,100.0
Kentang Isi Keju dengan Pasta Bumbu Yogurt dan Kerak Biji Wijen,383.0,14.6,42.2,13.0,100.0
Stew Domba dan Shiitake dengan Saus Tomat-Chianti,383.0,5.5,43.2,30.0,100.0
Romaine dan Salad Bawang Merah dengan Vinaigrette Balsamic Parmesan,383.0,4.0,22.0,13.0,100.0
"Salad Nasi Musim Panas dengan Feta, Jeruk, dan Mint",383.0,6.1,38.5,10.0,100.0
Telur ayam ceplok,383.0,16.9,8.3,15.1,100.0
Salad Couscous dan Lentil Badai Marilyn,383.0,7.7,48.2,16.0,100.0
Dendeng belut goreng,382.0,12.3,8.0,55.7,100.0
Jenang,381.7,5.7,65.8,9.5,100.0
Kentang Tumbuk Panggang dan Ubi dengan Bawang Putih dan Parmesan,381.0,11.1,49.2,10.0,100.0
"Kerang dengan Paprika, Tomat, Alpukat, dan Mangga",381.0,1.8,29.5,23.0,100.0
"Manicotti Terong dengan Isian Ricotta, Asiago, dan Bayam",381.0,9.1,21.0,18.0,100.0
Bihun goreng instan,381.0,11.0,80.3,6.1,100.0
Fillet Ikan Panggang dengan Salsa Lentil,381.0,10.2,26.5,35.0,100.0
Salad Soba dengan Wortel dan Zucchini,381.0,7.0,49.5,12.0,100.0
Gumbo Bebek dan Jamur Liar,381.0,11.5,18.0,12.0,100.0
Matzo Manis dan Puding Keju Cottage,380.0,9.9,36.0,14.0,100.0
Ikan asin bilis goreng,380.0,14.7,0.0,33.6,100.0
Gratin Kentang dan Parmesan,380.0,10.4,41.8,15.0,100.0
Kembang tahu,380.0,12.5,23.3,48.9,100.0
Kue semprong,380.0,18.3,92.0,1.0,100.0
Biskuit Keju Pedas,380.0,28.9,42.8,14.0,100.0
Ulat Sagu Panggang,380.0,10.2,14.9,11.9,100.0
Tortelloni Taman Musim Panas,379.0,10.5,39.2,15.0,100.0
"Paket Hobo dengan Kentang Coklat Hash, Sosis, dan Daun Bawang",379.0,10.7,14.8,17.0,100.0
"Kerang dengan Tomat, Jalapeño, dan Tequila",379.0,6.5,18.2,18.0,100.0
Sup Artichoke Yerusalem,379.0,4.4,50.5,15.0,100.0
Domba Piccata dengan Caper,378.0,13.9,12.0,15.0,100.0
Burger Kenari Kacang Kacang,378.0,13.4,50.0,13.0,100.0
Artichoke Yerusalem Tumbuk,377.0,13.3,60.8,11.0,100.0
"Sup Kentang, Kubis Hijau, dan Daun Bawang dengan Lemon Crème Fraîche",377.0,4.1,55.2,12.0,100.0
Mie Telur dengan Kacang Polong dan Jamur,377.0,7.8,53.2,14.0,100.0
Pastitsio Terong dan Daging Sapi Muda,377.0,10.5,39.8,14.0,100.0
Mie Telur dengan Mentega Coklat dan Feta,376.0,9.5,40.2,11.0,100.0
Bisque Kacang Merah dengan Rum Flambé,376.0,10.0,40.8,15.0,100.0
Ayam Aprikot dengan Almond,376.0,14.5,28.2,41.0,100.0
Kerang dengan Salad Mie Asia,376.0,1.1,48.0,19.0,100.0
Sup Daging Sapi dan Jelai,376.0,4.4,29.2,22.0,100.0
Sup Krim Kentang dengan Selada Air,375.0,10.1,40.2,13.0,100.0
"Penne, Bayam, Asparagus, dan Salad Mete",375.0,4.2,46.8,11.0,100.0
Croissant Telur,375.0,17.4,17.2,18.0,100.0
"Tuna, Kacang Hitam, dan Salad Lobak",375.0,4.4,17.2,18.0,100.0
Croustade Artichoke,375.0,10.2,44.8,13.0,100.0
Sandwich Telur dengan Selada Kacang Hijau,374.0,16.9,34.8,16.0,100.0
Jagung titi (Flores),374.0,6.7,79.1,9.4,100.0
Sup Jagung Segar dengan Taburan Guacamole Jagung Panggang,374.0,14.0,36.2,10.0,100.0
Gnocchi Herba,374.0,13.6,25.2,12.0,100.0
Bruschetta dengan Kacang Putih dan Keju,373.0,13.4,20.2,19.0,100.0
Dodol manado,373.0,13.9,51.9,4.3,100.0
Huevos Rancheros dengan Jalapeños dan Bawang Putih,373.0,8.8,22.2,17.0,100.0
Roti Pipih Jagung dan Cabai Jalapeño,372.0,24.0,33.2,17.0,100.0
Salad Keju Kambing Hangat dengan Roti Zaitun Panggang,372.0,17.2,16.2,16.0,100.0
Sup Daging Sapi dan Sayur Yang Chunky,372.0,1.3,24.2,44.0,100.0
Scalloped Kentang dengan Keju Kambing dan Herbes De Provence,372.0,14.5,46.2,13.0,100.0
Pancake Oat dan Apel dengan Yogurt,371.0,27.0,47.0,12.0,100.0
Bawang Panggang,371.0,8.9,24.2,10.0,100.0
Ikan Todak Panggang dengan Salsa Mentimun Jeruk Nipis,371.0,8.4,19.5,35.0,100.0
Tostadas Ikan Panggang dengan Salsa Nanas-Jícama,371.0,9.9,28.5,26.0,100.0
Potstickers,371.0,13.3,28.0,13.0,100.0
Mie Asia Pedas dan Salad Ayam,371.0,1.6,41.0,27.0,100.0
Ayam Panggang dengan Jamur dan Artichoke,370.0,15.5,16.5,40.0,100.0
Kentang Kerang dengan Gouda dan Adas,370.0,5.5,30.2,15.0,100.0
Kerang Bakar dengan Tomat Beurre Blanc,370.0,8.7,10.5,19.0,100.0
Kerang Kukus dengan Chipoltes dan Santan,369.0,3.4,17.5,23.0,100.0
Roti Jagung Cheddar,369.0,11.1,43.2,13.0,100.0
Meuseukat (Aceh),369.0,10.9,74.1,2.1,100.0
"Casserole Cod, Kentang, dan Adas",369.0,13.7,27.5,31.0,100.0
Gratin Kentang Tumbuk dan Kembang Kol,369.0,13.5,30.0,15.0,100.0
Daging Sapi Pedas dengan Paprika,368.0,11.8,16.5,26.0,100.0
Krim Lemon Bebas Susu dengan Oat-Thyme Crumble,368.0,14.8,50.5,10.0,100.0
Souffle Salmon Asap,368.0,6.2,12.8,23.0,100.0
Oncom merah goreng,368.0,14.6,13.2,6.8,100.0
"Kacang Fava, Asparagus, dan Salad Arugula dengan Pecorino Serut",368.0,5.6,10.0,28.0,100.0
Sup Kentang Bawang Putih Dingin,368.0,4.5,37.2,12.0,100.0
Kerang Laut dengan Sayur Ragoût,368.0,8.3,22.5,20.0,100.0
Bisque Kerang dan Adas,367.0,5.3,23.5,30.0,100.0
Tumis Kerang dengan Kompot Adas dalam Saus Kari,367.0,6.6,23.2,19.0,100.0
Artichoke Diisi dengan Remah Roti Lemon-Bawang Putih,367.0,13.6,44.8,11.0,100.0
Pasta dan Sup Kacang Garbanzo,367.0,5.0,40.5,13.0,100.0
Salad Telur dan Sandwich Kacang Hijau,367.0,1.5,27.5,17.0,100.0
Rebusan Daging Sapi dengan Kari dan Serai,367.0,0.1,19.2,41.0,100.0
"Tumis Ayam, Asparagus, dan Brokoli",367.0,9.7,11.5,33.0,100.0
Salad Ayam dan Mentimun dengan Saus Yogurt,366.0,8.3,11.5,35.0,100.0
Ayam Bumbu Tandoori dengan Chutney Tomat-Jahe,366.0,19.4,16.0,53.0,100.0
Salmon Berkulit Wijen,366.0,5.4,11.8,28.0,100.0
Kue koya,366.0,24.9,7.9,4.2,100.0
"Halibut dengan Caper, Zaitun, dan Tomat",366.0,6.0,13.0,38.0,100.0
Teri balado,365.0,6.7,17.5,23.7,100.0
Orecchiette dengan Brokoli Rabe,365.0,9.1,44.8,15.0,100.0
"Bulgur, Kacang Pinus, dan Pilaf Cabai Merah",365.0,6.9,45.5,12.0,100.0
Ravioli Keju dengan Saus Tomat Segar,365.0,9.4,40.8,19.0,100.0
Polenta Panggang dengan Keju Fontina,365.0,10.6,37.0,16.0,100.0
Salad Jagung Panggang dengan Kacang Lima dan Tomat,365.0,12.1,19.5,11.0,100.0
Poached Eggs dalam Pipérade,364.0,7.0,15.5,17.0,100.0
Sup Jamur dan Keju Cheddar,364.0,3.4,19.0,18.0,100.0
Chili Sayur dan Kacang,364.0,5.4,52.5,16.0,100.0
"Salad Hijau dengan Keju Kambing, Hati Artichoke, dan Migas",364.0,8.8,24.2,15.0,100.0
Ravioli Keju Kambing dengan Paprika dan Mentega Coklat,364.0,17.2,19.5,13.0,100.0
Kentang Tumbuk Keju Kambing,364.0,16.6,42.8,10.0,100.0
Telur Panggang Portugis,364.0,14.9,11.2,19.0,100.0
Purée Kembang Kol,364.0,12.3,17.0,11.0,100.0
Sagu Rendang,364.0,6.2,90.5,0.1,100.0
Oncom goreng,363.3,12.0,40.3,19.3,100.0
Sup Bawang Putih Panggang dengan Keju Parmesan,363.0,12.9,22.8,14.0,100.0
Kari Merah Lobster dan Nanas,363.0,6.0,16.0,23.0,100.0
Puding Tepung Jagung dengan Keju,363.0,12.3,24.8,21.0,100.0
Lasagne Bawang dan Zucchini Keemasan,363.0,10.9,24.0,15.0,100.0
Niçoise Salad Makanan Laut Panggang,362.0,11.4,21.5,33.0,100.0
Ayam Achiote dengan Saus Jeruk Keprok,362.0,1.8,14.0,54.0,100.0
Sup Kerang dan Wortel,362.0,0.4,30.8,35.0,100.0
Sup Kentang Keemasan dan Kucai Yukon,362.0,0.5,47.2,14.0,100.0
Gratin Daging Kepiting,362.0,1.5,13.0,28.0,100.0
Tumis Kerang Laut dengan Saus Mustard,362.0,9.6,16.8,22.0,100.0
"Potongan Ayam Wijen, Lemon dan Kari",361.0,12.7,18.8,40.0,100.0
"Salad Kentang Crème Fraîche dengan Telur Salmon, Selada Kubis Hijau, dan Salmon Asap",361.0,1.4,22.8,18.0,100.0
Telur ayam bagian kuning,361.0,14.8,0.7,19.3,100.0
"Kacang Hitam dengan Bawang Putih, Jintan, dan Ketumbar",361.0,5.3,40.5,16.0,100.0
Kepiting Pedas dan Salad Melon,361.0,4.4,35.2,19.0,100.0
Custard Karamel dengan Jahe (Cremes Karamel Au Gingembre),361.0,9.5,55.5,10.0,100.0
Dada Ayam Panggang dan Sayuran dengan Plum,361.0,14.7,34.5,22.0,100.0
Ikan Mahi-Mahi Panggang dengan Salsa Tomatillo-Alpukat dan Nanas,361.0,8.7,12.2,42.0,100.0
Minestrone Musim Dingin,361.0,11.5,34.8,15.0,100.0
Haluskan Akar Seledri,360.0,6.3,45.2,11.0,100.0
Getuk goreng,360.0,13.4,74.3,1.3,100.0
Tart Wortel dengan Ricotta dan Herbal,360.0,12.0,18.2,11.0,100.0
"Kerang Panggang dan Salad Kentang dengan Salsa Alpukat, Minyak Daun Bawang, dan Plum Coulis",360.0,8.5,14.5,17.0,100.0
Sup Gulai Lezat,360.0,2.3,28.8,32.0,100.0
Kepiting Krim dengan Artichoke,359.0,5.3,15.2,25.0,100.0
Kue Kepiting dengan Salsa Tomat,359.0,23.8,40.2,18.0,100.0
Baked Beans,359.0,5.7,48.8,14.0,100.0
Kari Thailand,358.0,10.5,21.5,14.0,100.0
Sandwich Zaitun Hitam dan Keju Kambing,357.0,27.8,29.2,15.0,100.0
Nasi jagung,357.0,11.1,79.5,8.8,100.0
Frittata Havana Klasik,357.0,7.3,18.5,10.0,100.0
Dada Bebek Panggang dengan Saus Chipotle Jeruk,356.0,14.4,20.5,46.0,100.0
Tenderloin Daging Rusa dengan Saus Lada Hijau Madeira,356.0,12.4,14.5,25.0,100.0
Pasties Daging Sapi dan Kentang,356.0,8.4,17.8,24.0,100.0
Kemplang panggang,356.0,6.3,76.9,9.7,100.0
"Mie Asia, Jamur, dan Salad Kubis",356.0,9.1,47.5,10.0,100.0
Sup Bawang Karamel dan Jamur Portobello dengan Crouton Keju Kambing,356.0,2.5,40.2,15.0,100.0
Tumis Fillet Kakap Merah dengan Adas dan Jeruk,356.0,3.5,10.2,36.0,100.0
"Artichoke Heart, Adas, dan Salad Parmesan",356.0,8.5,23.8,18.0,100.0
Ayam dengan Persik dan Jalapeno,355.0,11.6,22.8,30.0,100.0
Tipa-Tipa,355.0,5.2,79.8,6.2,100.0
Gnocchi Labu Butternut dengan Mentega Coklat Sage,355.0,14.7,21.5,11.0,100.0
Gratin Tomat dengan Remah Roti Cheddar Putih,355.0,24.2,33.0,13.0,100.0
Wingko Babat,355.0,11.2,51.4,3.2,100.0
"Adas Serut, Lobak, dan Salad Grapefruit",355.0,8.5,53.0,11.0,100.0
Sagu Aren Kering,355.0,6.9,85.6,0.6,100.0
"Sup Kembang Kol, Swiss Chard, dan Ayam",355.0,1.2,25.2,32.0,100.0
Emping komak (Lombok),355.0,11.0,60.7,17.8,100.0
Salmon Consommé dengan Créme Fraîche dan Kaviar Salmon,354.0,6.7,13.5,30.0,100.0
Sup Kerang,354.0,4.0,20.5,32.0,100.0
Fillet Salmon dengan Glasir Kedelai,354.0,7.4,11.5,32.0,100.0
Sagu Sinole,354.0,8.1,68.9,0.8,100.0
Kue Udang dengan Sosis Andouille,354.0,16.8,23.0,16.0,100.0
Hash Kentang Paprika Shishito dengan Telur Goreng,354.0,9.9,27.5,16.0,100.0
Tart Keju Kambing Kulit Kentang dengan Salad Tomat Pusaka,353.0,6.0,34.5,11.0,100.0
Sup Ayam dengan Banyak Sayuran,353.0,3.7,20.5,25.0,100.0
Bass Laut Pan-Seared dengan Saus Bit dan Sayuran Bit,353.0,13.9,15.0,44.0,100.0
Tortelloni dengan Saus Jamur-Sage,353.0,10.0,15.8,14.0,100.0
Tiwul,353.0,9.0,83.4,2.4,100.0
Risotto Jamur Porcini,353.0,11.8,52.8,13.0,100.0
Salad Dua Kacang dengan Vinaigrette Balsamic,352.0,9.7,44.8,14.0,100.0
Tumis Daging Sapi dan Brokoli,352.0,5.7,18.8,31.0,100.0
"Kerang dengan Sosis, Santan dan Jeruk Nipis",352.0,1.2,11.0,23.0,100.0
Pasta Zucchini Panggang dengan Pecorino Walnut Crumble,352.0,9.7,39.2,15.0,100.0
Oyek / Beras singkong,351.0,8.6,84.9,0.9,100.0
Kentang Tumbuk dengan Keju Biru Krim dan Rosemary,351.0,13.5,41.2,15.0,100.0
Sup Ayam Kelapa,351.0,2.0,10.8,23.0,100.0
Kerang Kari dan Sup Sayur,350.0,3.1,38.0,27.0,100.0
Kerupuk aci,350.0,9.9,85.9,0.5,100.0
Kue Keju Keju Petani,350.0,20.0,25.0,22.0,100.0
Salad Pepaya Hijau,350.0,6.8,42.8,11.0,100.0
Geplak (Bantul),350.0,14.6,53.6,1.4,100.0
Roti gambang,350.0,15.1,75.5,7.5,100.0
Potongan Daging Sapi Muda dalam Saus Mustard Marsala,350.0,12.4,15.0,23.0,100.0
Couscous Dibumbui dan Dikukus dengan Mentega Coklat,349.0,1.2,54.8,10.0,100.0
Sup Seafood dengan Labu,349.0,2.2,22.8,24.0,100.0
Ikan Utuh Panggang dengan Saus Tomat-Chili Bakar,349.0,6.2,12.0,37.0,100.0
"Nasi Panggang, Keju, dan Casserole Sayur",349.0,11.9,32.5,12.0,100.0
Sup Tortila,349.0,3.8,25.2,26.0,100.0
Rebusan Jagung dan Okra,349.0,0.7,24.5,20.0,100.0
Burger Tuna Herba dengan Tapenade dan Tomat,349.0,23.2,13.5,40.0,100.0
Udang Panggang dengan Sambal Serai,348.0,12.4,18.0,33.0,100.0
"Tomat, Kacang Hitam, dan Rebusan Paprika",348.0,0.2,30.0,12.0,100.0
Kentang Tumbuk dengan Keju Cheddar dan Cabai Poblano,348.0,14.7,42.2,11.0,100.0
Ikan asin japuh goreng,348.0,10.5,0.0,18.7,100.0
Dodol galamai (Sumatera Barat),348.0,9.4,76.1,0.4,100.0
Gratin Akar Kentang dan Seledri dengan Keju Fontina,348.0,13.6,31.2,13.0,100.0
